1539878832.605274104	354	40	48	0	2	0	2	-78	160872	4	0	3130	1478,1478	78,78
1539878832.605304342	354	40	48	0	2	0	2	-78	160872	4	0	3130	1478,1478	78,78
1539878832.605312445	354	40	48	0	2	0	2	-78	160872	4	0	3130	1478,1478	78,78
1539878832.605318998	354	40	48	0	2	0	2	-78	160872	4	0	3130	1478,1478	78,78
1539878832.605625099	354	40	48	0	2	0	2	-78	160872	4	0	3130	1478,1478	78,78
1539878832.605649599	354	40	48	0	2	0	2	-78	160872	4	0	3130	1478,1478	78,78
1539878832.605658278	354	40	48	0	2	0	2	-78	160872	4	0	3130	1478,1478	78,78
1539878832.605666325	197	40	48	0	2	0	2	-78	160872	4	0	1596	1478	78,78
1539878832.611280325	197	40	48	0	2	0	2	-77	160873	4	0	1596	1478	78,78
1539878832.623044497	197	40	48	0	2	0	2	-77	160874	4	0	1596	1478	78,78
1539878832.634789200	197	40	48	0	2	0	2	-78	160875	4	0	1596	1478	78,78
1539878832.635179052	197	40	48	0	2	0	2	-78	160876	4	0	1596	1478	78,78
1539878832.646415861	197	40	48	0	2	0	2	-77	160877	4	0	1596	1478	78,78
1539878832.658694691	197	40	48	0	2	0	2	-77	160879	4	0	1596	1478	78,78
1539878832.671258251	197	40	48	0	2	0	2	-78	160882	4	0	1596	1478	78,78
1539878832.682514768	197	40	48	0	2	0	2	-77	160885	4	0	1596	1478	78,78
1539878832.693447470	197	40	48	0	2	0	2	-78	160886	4	0	1596	1478	78,78
1539878832.705169435	197	40	48	0	2	0	2	-77	160887	4	0	1596	1478	78,78
1539878832.716917632	197	40	48	0	2	0	2	-78	160888	4	0	1596	1478	78,78
1539878832.728655042	197	40	48	0	2	0	2	-78	160889	4	0	1596	1478	78,78
1539878832.740454444	197	40	48	0	2	0	2	-78	160890	4	0	1596	1478	78,78
1539878832.752234241	197	40	48	0	2	0	2	-78	160891	4	0	1596	1478	78,78
1539878832.764380507	197	40	48	0	2	0	2	-78	160892	4	0	1596	1478	78,78
1539878832.775771896	197	40	48	0	2	0	2	-78	160893	4	0	1596	1478	78,78
1539878832.787651267	197	40	48	0	2	0	2	-78	160894	4	0	1596	1478	78,78
1539878832.799453603	197	40	48	0	2	0	2	-78	160895	4	0	1596	1478	78,78
1539878832.811222580	197	40	48	0	2	0	2	-78	160896	4	0	1596	1478	78,78
