1526404100.814531020	354	40	48	0	1	1	2	-82	108929	4	0	1596	1478	39,39
1526404100.814577056	354	40	48	0	1	1	2	-82	108929	4	0	1596	1478	39,39
1526404100.816269909	354	40	48	0	1	1	2	-82	108929	4	0	1596	1478	39,39
1526404100.816284258	354	40	48	0	1	1	2	-82	108929	4	0	1596	1478	39,39
1526404100.831783091	354	40	48	0	1	1	2	-82	108933	4	0	1596	1478	39,39
1526404100.831841521	354	40	48	0	1	1	2	-82	108933	4	0	1596	1478	39,39
1526404100.831861520	354	40	48	0	1	1	2	-82	108933	4	0	1596	1478	39,39
1526404100.831869446	354	40	48	0	1	1	2	-82	108933	4	0	1596	1478	39,39
1526404100.833562454	354	40	48	0	1	1	2	-82	108933	4	0	1596	1478	39,39
1526404100.833572688	354	40	48	0	1	1	2	-82	108933	4	0	1596	1478	39,39
1526404100.833577177	354	40	48	0	1	1	2	-82	108933	4	0	1596	1478	39,39
1526404100.833580761	354	40	48	0	1	1	2	-82	108933	4	0	1596	1478	39,39
1526404100.833585323	354	40	48	0	1	1	2	-82	108933	4	0	1596	1478	39,39
1526404100.865228530	354	40	48	0	1	1	2	-82	108934	4	0	1596	1478	39,39
1526404100.865283694	354	40	48	0	1	1	2	-82	108934	4	0	1596	1478	39,39
1526404100.865302889	354	40	48	0	1	1	2	-82	108934	4	0	1596	1478	39,39
1526404100.865318141	669	40	48	0	1	1	2	-82	108934	4	0	3130	1478,1478	39,39
1526404100.865339419	354	40	48	0	1	1	2	-82	108934	4	0	1596	1478	39,39
1526404100.865346184	354	40	48	0	1	1	2	-82	108934	4	0	1596	1478	39,39
1526404100.866047984	354	40	48	0	1	1	2	-82	108934	4	0	1596	1478	39,39
1526404100.866086979	354	40	48	0	1	1	2	-82	108934	4	0	1596	1478	39,39
1526404100.867040904	354	40	48	0	1	1	2	-82	108935	4	0	1596	1478	39,39
1526404100.879962260	512	40	48	0	1	1	2	-82	108940	3	0	1596	1478	26,26
1526404100.889242086	512	40	48	0	1	1	2	-82	108941	3	0	1596	1478	26,26
1526404100.900994357	512	40	48	0	1	1	2	-81	108942	3	0	1596	1478	26,26
