1539877742.208205357	110	40	48	1	2	0	2	-46	155053	8	0	1596	1478	173,333,173,333
1539877742.219977883	110	40	48	1	2	0	2	-46	155054	8	0	1596	1478	173,333,173,333
1539877742.231700615	110	40	48	1	2	0	2	-46	155055	8	0	1596	1478	173,333,173,333
1539877742.243526839	110	40	48	1	2	0	2	-46	155056	8	0	1596	1478	173,333,173,333
1539877742.255329360	110	40	48	1	2	0	2	-46	155057	8	0	1596	1478	173,333,173,333
1539877742.267153199	110	40	48	1	2	0	2	-46	155058	8	0	1596	1478	173,333,173,333
1539877742.278722319	110	40	48	1	2	0	2	-46	155059	8	0	1596	1478	173,333,173,333
1539877742.290620915	110	40	48	1	2	0	2	-46	155060	8	0	1596	1478	173,333,173,333
1539877742.302514617	110	40	48	1	2	0	2	-46	155061	8	0	1596	1478	173,333,173,333
1539877742.314140637	110	40	48	1	2	0	2	-46	155062	8	0	1596	1478	173,333,173,333
1539877742.325861009	110	40	48	1	2	0	2	-46	155063	8	0	1596	1478	173,333,173,333
1539877742.337547902	110	40	48	1	2	0	2	-46	155064	8	0	1596	1478	173,333,173,333
1539877742.349301501	110	40	48	1	2	0	2	-46	155065	8	0	1596	1478	173,333,173,333
1539877742.361048660	110	40	48	1	2	0	2	-46	155066	8	0	1596	1478	173,333,173,333
1539877742.372818927	110	40	48	1	2	0	2	-46	155067	8	0	1596	1478	173,333,173,333
1539877742.384565365	110	40	48	1	2	0	2	-46	155068	8	0	1596	1478	173,333,173,333
1539877742.396368284	110	40	48	1	2	0	2	-46	155069	8	0	1596	1478	173,333,173,333
1539877742.408247051	110	40	48	1	2	0	2	-46	155070	8	0	1596	1478	173,333,173,333
1539877742.420027726	110	40	48	1	2	0	2	-46	155071	8	0	1596	1478	173,333,173,333
1539877742.431790721	110	40	48	1	2	0	2	-46	155072	8	0	1596	1478	173,333,173,333
1539877742.443582924	110	40	48	1	2	0	2	-46	155073	8	0	1596	1478	173,333,173,333
1539877742.455361933	110	40	48	1	2	0	2	-46	155074	8	0	1596	1478	173,333,173,333
1539877742.467157182	110	40	48	1	2	0	2	-45	155075	8	0	1596	1478	173,333,173,333
1539877742.478915906	110	40	48	1	2	0	2	-46	155076	8	0	1596	1478	173,333,173,333
1539877742.490703444	110	40	48	1	2	0	2	-46	155077	8	0	1596	1478	173,333,173,333
1539877742.502464035	110	40	48	1	2	0	2	-46	155078	8	0	1596	1478	173,333,173,333
1539877742.514103537	110	40	48	1	2	0	2	-46	155079	8	0	1596	1478	173,333,173,333
1539877742.525925626	110	40	48	1	2	0	2	-46	155080	8	0	1596	1478	173,333,173,333
1539877742.537704455	110	40	48	1	2	0	2	-46	155081	8	0	1596	1478	173,333,173,333
1539877742.549426157	110	40	48	1	2	0	2	-46	155082	8	0	1596	1478	173,333,173,333
1539877742.561249808	110	40	48	1	2	0	2	-46	155083	8	0	1596	1478	173,333,173,333
1539877742.573008910	110	40	48	1	2	0	2	-46	155084	8	0	1596	1478	173,333,173,333
1539877742.584677904	110	40	48	1	2	0	2	-46	155085	8	0	1596	1478	173,333,173,333
