1526395204.576136375	121	40	48	1	2	0	2	-41	40549	7	1	3130	1478,1478	300,300
1526395204.576186539	121	40	48	1	2	0	2	-41	40549	7	1	3130	1478,1478	300,300
1526395204.576200615	80	40	48	1	2	0	2	-41	40549	7	1	1596	1478	300,300
1526395204.576721278	80	40	48	1	2	0	2	-41	40550	7	1	1596	1478	300,300
1526395204.587925570	74	40	48	1	2	0	2	-41	40551	8	1	1596	1478	360,360
1526395204.599862896	74	40	48	1	2	0	2	-41	40552	8	1	1596	1478	360,360
1526395204.611517647	74	40	48	1	2	0	2	-41	40553	8	1	1596	1478	360,360
1526395204.623249718	74	40	48	1	2	0	2	-41	40554	8	1	1596	1478	360,360
1526395204.635112070	74	40	48	1	2	0	2	-41	40555	8	1	1596	1478	360,360
1526395204.646815614	70	40	48	1	2	0	2	-41	40556	9	1	1596	1478	400,400
1526395204.658568982	70	40	48	1	2	0	2	-41	40557	9	1	1596	1478	400,400
1526395204.670406925	70	40	48	1	2	0	2	-41	40558	9	1	1596	1478	400,400
1526395204.682166225	70	40	48	1	2	0	2	-41	40559	9	1	1596	1478	400,400
1526395204.693840423	70	40	48	1	2	0	2	-41	40560	9	1	1596	1478	400,400
1526395204.705555385	70	40	48	1	2	0	2	-41	40561	9	1	1596	1478	400,400
1526395204.717355135	70	40	48	1	2	0	2	-41	40562	9	1	1596	1478	400,400
1526395204.729113401	70	40	48	1	2	0	2	-41	40563	9	1	1596	1478	400,400
1526395204.740904165	70	40	48	1	2	0	2	-41	40564	9	1	1596	1478	400,400
1526395204.752728195	70	40	48	1	2	0	2	-41	40565	9	1	1596	1478	400,400
1526395204.764352882	70	40	48	1	2	0	2	-41	40566	9	1	1596	1478	400,400
1526395204.776146652	70	40	48	1	2	0	2	-41	40567	9	1	1596	1478	400,400
1526395204.787999205	70	40	48	1	2	0	2	-41	40568	9	1	1596	1478	400,400
1526395204.799763761	70	40	48	1	2	0	2	-41	40569	9	1	1596	1478	400,400
1526395204.811516943	70	40	48	1	2	0	2	-41	40570	9	1	1596	1478	400,400
1526395204.823229590	70	40	48	1	2	0	2	-42	40571	9	1	1596	1478	400,400
1526395204.835050222	70	40	48	1	2	0	2	-42	40572	9	1	1596	1478	400,400
1526395204.846789252	70	40	48	1	2	0	2	-42	40573	9	1	1596	1478	400,400
1526395204.858568728	70	40	48	1	2	0	2	-42	40574	9	1	1596	1478	400,400
1526395204.870317195	70	40	48	1	2	0	2	-42	40575	9	1	1596	1478	400,400
1526395204.881999899	70	40	48	1	2	0	2	-42	40576	9	1	1596	1478	400,400
1526395204.893778751	70	40	48	1	2	0	2	-41	40577	9	1	1596	1478	400,400
1526395204.905605262	70	40	48	1	2	0	2	-41	40578	9	1	1596	1478	400,400
1526395204.917360184	70	40	48	1	2	0	2	-41	40579	9	1	1596	1478	400,400
1526395204.929032465	70	40	48	1	2	0	2	-41	40580	9	1	1596	1478	400,400
1526395204.940892919	70	40	48	1	2	0	2	-41	40581	9	1	1596	1478	400,400
1526395204.952643083	70	40	48	1	2	0	2	-41	40582	9	1	1596	1478	400,400
1526395204.964392331	70	40	48	1	2	0	2	-41	40583	9	1	1596	1478	400,400
1526395204.976153964	70	40	48	1	2	0	2	-41	40584	9	1	1596	1478	400,400
1526395204.987864881	70	40	48	1	2	0	2	-41	40585	9	1	1596	1478	400,400
1526395204.999586999	70	40	48	1	2	0	2	-41	40586	9	1	1596	1478	400,400
1526395205.011396416	70	40	48	1	2	0	2	-41	40587	9	1	1596	1478	400,400
1526395205.023178342	70	40	48	1	2	0	2	-42	40588	9	1	1596	1478	400,400
1526395205.034863839	70	40	48	1	2	0	2	-41	40589	9	1	1596	1478	400,400
1526395205.046686456	70	40	48	1	2	0	2	-42	40590	9	1	1596	1478	400,400
1526395205.058475179	70	40	48	1	2	0	2	-42	40591	9	1	1596	1478	400,400
1526395205.070242478	70	40	48	1	2	0	2	-42	40592	9	1	1596	1478	400,400
1526395205.082552770	70	40	48	1	2	0	2	-42	40593	9	1	1596	1478	400,400
1526395205.093680167	70	40	48	1	2	0	2	-42	40594	9	1	1596	1478	400,400
